order_id,date,Products,region,quantity_sold,unit_price,total_sales
12406,5/22/2024,Electronics,east,8,$190.61 ,1524.88
12407,6/27/2024,clothings,north ,3,$129.83 ,389.49
12408,6/15/2024,toys,south,7,  ,
12409,6/28/2024,toys,north ,3,$165.37 ,496.11
12410,2/26/2024,clothings,west,7,$164.30 ,1150.1
12411,4/30/2024,books,south,8,$132.14 ,1057.12
12412,1/17/2024,Electronics,west,,$141.46 ,
12413,3/5/2024,sports,north ,3,$144.15 ,432.45
12414,4/30/2024,sports,south,10,$127.11 ,1271.1
12415,3/16/2024,Electronics,north ,7, Thirty ,
12416,1/21/2024,clothings,south,3, Thirty ,
12417,6/25/2024,books,west,8,$14.98 ,119.84
12418,3/4/2024,sports,north ,7,$163.17 ,1142.19
12419,2/13/2024,Electronics,west,3,$146.41 ,439.23
12420,5/20/2024,Home goods,north ,4,$152.12 ,608.48
12421,5/17/2024,books,west,4,$122.94 ,491.76
12422,5/16/2024,sports,north ,3,$122.98 ,368.94
12423,3/19/2024,clothings,north ,7,$190.31 ,1332.17
12424,5/25/2024,clothings,west,5,$84.96 ,424.8
12425,4/6/2024,toys,north ,5,$24.92 ,124.6
12426,4/14/2024,sports,west,1,$58.88 ,58.88
12427,2/3/2024,sports,west,1,$85.71 ,85.71
12428,5/6/2024,toys,south,2,$19.10 ,38.2
12429,1/1/2024,books,west,5,$91.48 ,457.4
12430,2/17/2024,sports,east,9,$58.12 ,523.08
12431,6/17/2024,Electronics,west,5,$80.27 ,401.35
12432,6/14/2024,books,east,5,$31.90 ,159.5
12433,3/10/2024,Electronics,north ,4,$25.63 ,102.52
12434,5/5/2024,Electronics,north ,5,$108.64 ,543.2
12435,3/27/2024,Electronics,east,6,$58.81 ,352.86
12436,2/23/2024,books,east,7,$47.97 ,335.79
12437,5/10/2024,books,east,3,$22.48 ,67.44
12438,5/30/2024,sports,east,4,$133.46 ,533.84
12439,1/11/2024,books,east,1,$177.82 ,177.82
12440,4/27/2024,Home goods,west,2,$171.31 ,342.62
12441,2/13/2024,Electronics,west,6,$119.84 ,719.04
12442,4/15/2024,Home goods,south,5,$134.97 ,674.85
12443,6/12/2024,Home goods,north ,6,$51.09 ,306.54
12444,4/23/2024,sports,north ,6,$45.13 ,270.78
12445,2/5/2024,sports,north ,2,$160.65 ,321.3
12446,4/26/2024,Home goods,north ,9,$34.80 ,313.2
12447,2/2/2024,toys,west,7,$162.36 ,1136.52
12448,1/11/2024,toys,north ,1,$110.32 ,110.32
12449,1/3/2024,Electronics,north ,6,$64.81 ,388.86
12450,2/16/2024,sports,south,6,$58.16 ,348.96
12451,1/12/2024,Home goods,north ,10,$73.31 ,733.1
12452,4/11/2024,Home goods,west,1,$10.55 ,10.55
12453,2/6/2024,toys,south,1,$62.36 ,62.36
12454,5/7/2024,Electronics,south,8,$44.60 ,356.8
12455,1/3/2024,Home goods,south,5,$100.38 ,501.9
12456,6/11/2024,Electronics,west,6,$85.54 ,513.24
12457,1/8/2024,Home goods,south,9,$31.46 ,283.14
12458,1/30/2024,books,south,6,$21.91 ,131.46
12459,2/16/2024,books,south,10,$165.62 ,1656.2
12460,2/25/2024,sports,south,1,$170.58 ,170.58
12461,6/5/2024,sports,east,2,$17.40 ,34.8
12462,6/6/2024,sports,south,3,$16.32 ,48.96
12463,2/7/2024,Electronics,east,4,$199.54 ,798.16
12464,1/11/2024,clothings,west,8,$122.14 ,977.12
12465,2/5/2024,sports,south,8,$57.77 ,462.16
12466,2/8/2024,Electronics,west,9,$189.68 ,1707.12
12467,6/19/2024,sports,west,8,$69.88 ,559.04
12468,6/17/2024,Electronics,north ,10,$54.15 ,541.5
12469,2/3/2024,Electronics,west,2,$32.17 ,64.34
12470,4/21/2024,sports,north ,,$36.26 ,
12471,3/28/2024,sports,south,8,$45.48 ,363.84
12472,6/13/2024,Electronics,south,9,  ,
12473,3/27/2024,books,east,6,$164.96 ,989.76
12474,5/19/2024,clothings,north ,4,$147.97 ,591.88
12475,1/12/2024,Electronics,east,9,$41.49 ,373.41
12476,2/3/2024,clothings,north ,4,$91.61 ,366.44
12477,2/26/2024,Electronics,east,7,$93.87 ,657.09
12478,5/7/2024,sports,west,1,$37.82 ,37.82
12479,1/23/2024,toys,north ,1,$51.79 ,51.79
12480,3/3/2024,Electronics,west,6,$92.00 ,552
12481,3/4/2024,Home goods,east,5,$157.95 ,789.75
12482,3/10/2024,Home goods,east,8,$37.94 ,303.52
12483,3/27/2024,clothings,west,2,$125.92 ,251.84
12484,3/6/2024,books,west,4,  ,
12485,3/16/2024,sports,west,4,$35.67 ,142.68
12486,4/19/2024,books,west,,  ,
12487,4/10/2024,sports,north ,8,$164.87 ,1318.96
12488,1/3/2024,Home goods,north ,1,$113.83 ,113.83
12489,2/11/2024,clothings,south,7,$39.33 ,275.31
12490,2/22/2024,Home goods,east,2,$31.75 ,63.5
12491,5/29/2024,clothings,west,6,$182.86 ,1097.16
12492,3/10/2024,Home goods,west,6,$65.37 ,392.22
12493,1/3/2024,Electronics,east,7,$185.56 ,1298.92
12494,3/16/2024,Home goods,east,,$11.43 ,
12495,6/1/2024,toys,west,7,$130.28 ,911.96
12496,4/22/2024,books,south,,$88.32 ,
12497,1/10/2024,books,south,,$166.21 ,
12498,6/1/2024,books,west,6,$138.20 ,829.2
12499,4/4/2024,books,west,3,$74.48 ,223.44
12500,1/19/2024,Home goods,east,8,$135.77 ,1086.16
12501,2/6/2024,Electronics,south,1,$92.99 ,92.99
12502,6/18/2024,clothings,south,9,$176.38 ,1587.42
12503,2/27/2024,sports,west,4,$17.30 ,69.2
12504,1/31/2024,sports,east,2,$162.24 ,324.48
12505,3/28/2024,Home goods,south,2,$111.72 ,223.44
12506,5/28/2024,clothings,west,8,$163.36 ,1306.88
12507,5/10/2024,books,north ,3,$155.96 ,467.88
12508,2/11/2024,sports,north ,,$19.99 ,
12509,2/25/2024,Electronics,north ,2,$140.44 ,280.88
12510,4/9/2024,Electronics,west,3,$39.25 ,117.75
12511,2/29/2024,Home goods,north ,10,$17.61 ,176.1
12512,1/30/2024,books,west,,$144.09 ,
12513,6/7/2024,toys,west,4,$112.82 ,451.28
12514,3/22/2024,toys,east,,$33.50 ,
12515,4/9/2024,sports,west,7,$151.85 ,1062.95
12516,4/25/2024,Home goods,south,9,$184.70 ,1662.3
12517,1/28/2024,Electronics,north ,3,$116.10 ,348.3
12518,1/25/2024,sports,north ,5,$127.70 ,638.5
12519,4/6/2024,sports,south,3,$57.29 ,171.87
12520,1/15/2024,books,north ,8,$76.81 ,614.48
12521,6/2/2024,books,east,6,$166.26 ,997.56
12522,5/21/2024,Electronics,south,4,$131.03 ,524.12
12523,2/7/2024,toys,east,9,$166.55 ,1498.95
12524,6/21/2024,sports,west,2,$95.08 ,190.16
12525,3/1/2024,books,south,10,$186.09 ,1860.9
12526,5/26/2024,sports,east,7,$74.40 ,520.8
12527,2/27/2024,toys,west,4,$103.49 ,413.96
12528,3/10/2024,Electronics,south,1,$143.43 ,143.43
12529,4/7/2024,Home goods,west,3,$154.55 ,463.65
12530,4/14/2024,Home goods,south,2,$69.20 ,138.4
12531,2/7/2024,Home goods,east,9,$146.55 ,1318.95
12532,3/9/2024,Electronics,east,,$95.43 ,
12533,1/1/2024,sports,east,7,$152.76 ,1069.32
12534,6/13/2024,Home goods,south,2,$87.28 ,174.56
12535,4/19/2024,books,east,7,$100.62 ,704.34
12536,5/4/2024,clothings,west,7,$52.38 ,366.66
12537,2/20/2024,sports,north ,,$48.85 ,
12538,5/21/2024,sports,east,3,$70.10 ,210.3
12539,6/21/2024,Electronics,east,4, Thirty ,
12540,1/2/2024,Home goods,north ,3,$78.39 ,235.17
12541,3/8/2024,books,east,8,$96.85 ,774.8
12542,1/15/2024,sports,south,1,$127.31 ,127.31
12543,5/29/2024,books,west,9,$38.25 ,344.25
12544,5/3/2024,books,east,6,$172.56 ,1035.36
12545,2/20/2024,Home goods,west,8,$36.96 ,295.68
12546,6/30/2024,books,south,1,$139.98 ,139.98
12547,4/10/2024,sports,east,3,$133.77 ,401.31
12548,4/7/2024,Home goods,south,5,  ,
12549,4/2/2024,toys,east,10,$53.04 ,530.4
12550,5/16/2024,toys,east,,$131.42 ,
12551,1/22/2024,Electronics,west,4,$108.75 ,435
12552,3/14/2024,sports,north ,3,$96.44 ,289.32
12553,1/9/2024,Electronics,south,10,$67.70 ,677
12554,2/4/2024,Electronics,east,7,  ,
12555,5/21/2024,toys,west,5,$160.44 ,802.2
12556,2/27/2024,sports,west,,$178.18 ,
12557,5/22/2024,sports,east,2, Thirty ,
12558,1/30/2024,toys,north ,5,$103.02 ,515.1
12559,6/6/2024,toys,east,5,$104.56 ,522.8
12560,1/14/2024,Home goods,west,6,$54.00 ,324
12561,5/18/2024,books,north ,7,$72.73 ,509.11
12562,6/22/2024,Home goods,east,10,$17.40 ,174
12563,6/26/2024,Home goods,north ,9,$22.40 ,201.6
12564,4/9/2024,books,east,6,$56.08 ,336.48
12565,2/4/2024,sports,west,10,$30.65 ,306.5
12566,6/28/2024,Home goods,west,9,$142.95 ,1286.55
12567,2/13/2024,Electronics,north ,6,$133.94 ,803.64
12568,3/5/2024,books,south,8,$130.86 ,1046.88
12569,6/14/2024,clothings,south,8,$193.97 ,1551.76
12570,5/7/2024,toys,west,9,$95.57 ,860.13
12571,6/15/2024,books,west,6,$115.56 ,693.36
12572,6/22/2024,Electronics,west,6,$157.27 ,943.62
12573,4/7/2024,clothings,east,7,$87.01 ,609.07
12574,1/9/2024,Home goods,west,4,$96.40 ,385.6
12575,2/4/2024,Home goods,south,7,$34.32 ,240.24
12576,2/19/2024,Electronics,west,6,$37.25 ,223.5
12577,2/23/2024,sports,east,2,$37.86 ,75.72
12578,5/25/2024,Home goods,west,,$108.77 ,
12579,3/7/2024,Electronics,north ,5,$187.64 ,938.2
12580,5/12/2024,Electronics,east,10,$49.07 ,490.7
12581,4/26/2024,clothings,north ,3,$45.74 ,137.22
12582,4/30/2024,clothings,north ,10,$49.12 ,491.2
12583,5/25/2024,toys,east,1,$82.59 ,82.59
12584,4/30/2024,sports,west,4,$148.47 ,593.88
12585,1/1/2024,clothings,north ,4,$136.22 ,544.88
12586,5/15/2024,books,west,4,$156.40 ,625.6
12587,5/18/2024,Home goods,west,5,$170.89 ,854.45
12588,5/10/2024,sports,east,9,$98.23 ,884.07
12589,6/29/2024,books,east,7,$76.99 ,538.93
12590,5/25/2024,books,north ,4,$193.40 ,773.6
12591,2/13/2024,toys,east,2,$58.27 ,116.54
12592,4/11/2024,toys,west,8,$194.72 ,1557.76
12593,1/23/2024,Electronics,south,8,$144.07 ,1152.56
12594,4/10/2024,books,south,6,$63.09 ,378.54
12595,5/30/2024,Home goods,south,7,$81.22 ,568.54
12596,3/13/2024,Electronics,west,1,$187.91 ,187.91
12597,4/14/2024,Home goods,south,7,$182.33 ,1276.31
12598,5/10/2024,Home goods,west,4,$27.10 ,108.4
12599,3/6/2024,Electronics,east,7,$117.26 ,820.82
12600,1/21/2024,clothings,west,2,$191.64 ,383.28
12601,2/3/2024,clothings,north ,1,$82.11 ,82.11
12602,4/12/2024,Electronics,west,2,$45.87 ,91.74
12603,2/20/2024,toys,east,7,$30.95 ,216.65
12604,4/7/2024,books,south,,$72.35 ,
12605,1/18/2024,sports,west,7,$95.11 ,665.77
12606,4/3/2024,sports,south,6,$73.73 ,442.38
12607,3/8/2024,clothings,west,1,$29.41 ,29.41
12608,2/25/2024,sports,north ,3,$13.46 ,40.38
12609,1/20/2024,Electronics,north ,10,$170.91 ,1709.1
12610,3/12/2024,toys,north ,1,$69.83 ,69.83
12611,1/8/2024,books,east,9,$187.64 ,1688.76
12612,2/29/2024,toys,north ,9,$112.30 ,1010.7
12613,6/27/2024,sports,east,6,$175.50 ,1053
12614,4/1/2024,Electronics,north ,6,$23.35 ,140.1
12615,1/26/2024,sports,west,7,$67.87 ,475.09
12616,1/4/2024,Home goods,east,2,$10.04 ,20.08
12617,2/3/2024,clothings,south,2,$132.34 ,264.68
12618,5/4/2024,Electronics,west,2,$15.22 ,30.44
12619,1/20/2024,clothings,west,3,$20.47 ,61.41
12620,5/8/2024,books,east,3,$188.88 ,566.64
12621,3/4/2024,clothings,west,7,$92.40 ,646.8
12622,2/25/2024,sports,west,1,$67.01 ,67.01
12623,4/24/2024,Home goods,south,7,$34.81 ,243.67
12624,5/12/2024,Electronics,east,5,$191.69 ,958.45
12625,1/7/2024,sports,south,8,$12.61 ,100.88
12626,2/27/2024,Electronics,west,8,$26.24 ,209.92
12627,5/23/2024,clothings,south,10,$169.34 ,1693.4
12628,1/26/2024,Electronics,north ,8,$67.11 ,536.88
12629,3/25/2024,books,north ,10,$33.75 ,337.5
12630,4/17/2024,toys,west,4,$35.68 ,142.72
12631,6/8/2024,Electronics,east,10,  ,
12632,6/5/2024,toys,west,4,$14.06 ,56.24
12633,1/2/2024,clothings,south,6,$111.73 ,670.38
12634,4/26/2024,clothings,west,9,$112.64 ,1013.76
12635,6/17/2024,Electronics,south,7,$36.15 ,253.05
12636,4/26/2024,toys,north ,8,$101.60 ,812.8
12637,5/3/2024,toys,north ,10,$132.69 ,1326.9
12638,4/13/2024,toys,north ,4,$184.89 ,739.56
12639,5/5/2024,Electronics,south,7,$103.11 ,721.77
12640,5/22/2024,toys,north ,6,$183.75 ,1102.5
12641,3/10/2024,toys,east,4,$51.83 ,207.32
12642,4/25/2024,clothings,east,2,$40.70 ,81.4
12643,3/24/2024,sports,south,6,$98.62 ,591.72
12644,6/5/2024,sports,west,8,$124.99 ,999.92
12645,3/29/2024,Electronics,west,8,$24.95 ,199.6
12646,5/15/2024,sports,south,8,$130.02 ,1040.16
12647,3/15/2024,books,north ,2,$199.77 ,399.54
12648,5/24/2024,books,north ,10,$92.87 ,928.7
12649,1/25/2024,clothings,east,10,$66.75 ,667.5
12650,6/1/2024,Electronics,south,7,$120.24 ,841.68
12651,1/3/2024,Home goods,west,7,$123.16 ,862.12
12652,6/12/2024,books,west,10,$19.21 ,192.1
12653,6/12/2024,Home goods,north ,5,$130.96 ,654.8
12654,2/13/2024,books,north ,1,$82.82 ,82.82
12655,6/1/2024,Home goods,south,7,$79.57 ,556.99
12656,3/2/2024,clothings,north ,10,$92.63 ,926.3
12657,6/24/2024,sports,east,3,$45.27 ,135.81
12658,1/1/2024,Electronics,east,9,$118.90 ,1070.1
12659,5/11/2024,toys,north ,10,$187.92 ,1879.2
12660,4/5/2024,clothings,east,7,$39.38 ,275.66
12661,2/20/2024,sports,south,3,$62.04 ,186.12
12662,3/19/2024,books,east,2,$83.77 ,167.54
12663,1/27/2024,toys,west,2,$19.39 ,38.78
12664,5/19/2024,Electronics,east,1,$109.46 ,109.46
12665,3/19/2024,toys,north ,5,$24.30 ,121.5
12666,5/2/2024,clothings,south,5,$27.70 ,138.5
12667,2/3/2024,clothings,south,7,$135.80 ,950.6
12668,4/29/2024,Home goods,west,8,$146.16 ,1169.28
12669,5/2/2024,Electronics,north ,10,$187.92 ,1879.2
12670,2/3/2024,clothings,north ,,$144.94 ,
12671,5/11/2024,books,north ,7,$177.68 ,1243.76
12672,1/20/2024,clothings,north ,6,$133.76 ,802.56
12673,5/26/2024,books,south,8,  ,
12674,4/19/2024,Electronics,west,1,$58.96 ,58.96
12675,1/1/2024,clothings,north ,3,$110.60 ,331.8
12676,2/17/2024,Home goods,west,6,$58.20 ,349.2
12677,2/10/2024,books,west,9,$57.55 ,517.95
12678,6/4/2024,toys,south,10,$25.40 ,254
12679,1/16/2024,Home goods,south,1,$185.63 ,185.63
12680,3/14/2024,books,west,6,$90.39 ,542.34
12681,5/18/2024,Home goods,east,7,$93.08 ,651.56
12682,2/26/2024,Home goods,west,6,$137.73 ,826.38
12683,1/16/2024,clothings,west,5,$168.15 ,840.75
12684,2/16/2024,Electronics,east,3,$133.06 ,399.18
12685,3/13/2024,clothings,west,9,$129.59 ,1166.31
12686,1/13/2024,Electronics,west,7,$174.23 ,1219.61
12687,5/31/2024,sports,west,9,$12.51 ,112.59
12688,3/16/2024,Electronics,north ,1,$138.23 ,138.23
12689,5/4/2024,sports,north ,3,$66.97 ,200.91
12690,4/9/2024,books,south,7,$35.01 ,245.07
12691,2/28/2024,clothings,north ,,$147.15 ,
12692,1/13/2024,Home goods,west,,$180.59 ,
12693,5/27/2024,Electronics,south,1,$87.84 ,87.84
12694,1/4/2024,toys,west,5,$59.65 ,298.25
12695,5/12/2024,books,east,1,$72.85 ,72.85
12696,6/25/2024,clothings,south,4,$186.12 ,744.48
12697,1/2/2024,Electronics,south,,$35.29 ,
12698,1/10/2024,clothings,south,10,$154.53 ,1545.3
12699,1/26/2024,Electronics,north ,9,$197.41 ,1776.69
12700,5/12/2024,sports,east,1,$63.45 ,63.45
12701,6/11/2024,Electronics,east,5,$59.87 ,299.35
12702,4/23/2024,clothings,west,6,$178.15 ,1068.9
12703,4/30/2024,Electronics,east,9,$194.34 ,1749.06
12704,1/17/2024,sports,south,5,$139.21 ,696.05
12705,2/25/2024,books,north ,5,$189.23 ,946.15
12706,1/18/2024,sports,west,9,$49.75 ,447.75
12707,3/14/2024,Home goods,west,9,$199.53 ,1795.77
12708,6/18/2024,books,south,3,$29.86 ,89.58
12709,6/17/2024,toys,east,9,$104.05 ,936.45
12710,3/5/2024,clothings,south,10,$64.52 ,645.2
12711,6/15/2024,Electronics,east,10,$73.64 ,736.4
12712,2/28/2024,sports,west,10,$48.21 ,482.1
12713,1/18/2024,Electronics,east,1,$70.68 ,70.68
12714,5/15/2024,books,west,10,$24.30 ,243
12715,1/25/2024,books,north ,9,$29.09 ,261.81
12716,3/2/2024,Home goods,south,1,$179.73 ,179.73
12717,5/7/2024,Electronics,west,9,  ,
12718,6/16/2024,clothings,west,5,$186.80 ,934
12719,2/5/2024,clothings,north ,10,$168.88 ,1688.8
12720,3/24/2024,Home goods,north ,7,$91.60 ,641.2
12721,3/24/2024,sports,east,7,$193.25 ,1352.75
12722,5/10/2024,Home goods,south,3,$38.63 ,115.89
12723,1/30/2024,sports,north ,6,$183.99 ,1103.94
12724,2/1/2024,clothings,south,5,  ,
12725,6/11/2024,Electronics,east,9,$84.57 ,761.13
12726,2/17/2024,clothings,north ,1,$164.92 ,164.92
12727,3/12/2024,Electronics,east,10,  ,
12728,4/12/2024,books,north ,10,$141.63 ,1416.3
12729,4/11/2024,Home goods,north ,5,$118.63 ,593.15
12730,1/25/2024,sports,west,7, Thirty ,
12731,1/8/2024,toys,east,5,$154.67 ,773.35
12732,2/17/2024,toys,east,1,$147.33 ,147.33
12733,4/7/2024,Home goods,west,5,$143.60 ,718
12734,6/29/2024,books,west,1,$110.01 ,110.01
12735,4/30/2024,sports,south,10,$58.52 ,585.2
12736,2/20/2024,sports,east,1,$143.34 ,143.34
12737,2/7/2024,Electronics,west,1,$45.76 ,45.76
12738,4/22/2024,books,west,3,$196.88 ,590.64
12739,1/20/2024,sports,west,6,$73.39 ,440.34
12740,3/16/2024,Electronics,north ,5,$10.29 ,51.45
12741,1/22/2024,books,south,4,$110.68 ,442.72
12742,5/14/2024,toys,west,4,$69.70 ,278.8
12743,3/20/2024,sports,south,2,$92.02 ,184.04
12744,5/4/2024,Home goods,north ,6,$198.05 ,1188.3
12745,5/30/2024,sports,south,5,$61.10 ,305.5
12746,1/22/2024,toys,west,2,$61.43 ,122.86
12747,4/1/2024,Home goods,east,1,$37.46 ,37.46
12748,2/15/2024,toys,north ,1,$137.21 ,137.21
12749,5/1/2024,books,west,8,$16.25 ,130
12750,5/5/2024,Home goods,north ,1,$97.50 ,97.5
12751,6/17/2024,books,south,8,$86.56 ,692.48
12752,5/23/2024,clothings,west,2,$186.79 ,373.58
12753,1/11/2024,sports,east,8,$104.82 ,838.56
12754,6/12/2024,toys,east,2,$156.56 ,313.12
12755,5/19/2024,Home goods,north ,5,$84.20 ,421
12756,3/23/2024,sports,south,2,$14.38 ,28.76
12757,4/4/2024,clothings,north ,9,$62.51 ,562.59
12758,6/20/2024,books,north ,4,  ,
12759,6/18/2024,toys,south,7,$100.82 ,705.74
12760,2/18/2024,Home goods,north ,5,$111.07 ,555.35
12761,6/3/2024,toys,east,8,$68.09 ,544.72
12762,5/27/2024,Home goods,west,3,$107.69 ,323.07
12763,3/24/2024,sports,east,,$26.72 ,
12764,5/12/2024,clothings,north ,10,$127.36 ,1273.6
12765,3/17/2024,sports,north ,5, Thirty ,
12766,2/11/2024,Home goods,east,7,$83.05 ,581.35
12767,4/8/2024,clothings,east,6,$172.15 ,1032.9
12768,5/24/2024,clothings,south,6,$121.86 ,731.16
12769,2/24/2024,Electronics,north ,1,$107.90 ,107.9
12770,1/7/2024,books,south,6,$117.51 ,705.06
12771,1/24/2024,clothings,west,4,$167.76 ,671.04
12772,1/15/2024,sports,east,3,$28.69 ,86.07
12773,5/27/2024,Electronics,east,4,$18.65 ,74.6
12774,3/27/2024,Electronics,west,8,$63.78 ,510.24
12775,5/1/2024,toys,north ,4,$51.55 ,206.2
12776,1/15/2024,books,north ,,$45.28 ,
12777,5/29/2024,books,east,6,$97.16 ,582.96
12778,4/12/2024,Electronics,east,6,$181.68 ,1090.08
12779,3/16/2024,toys,north ,1,  ,
12780,4/21/2024,toys,east,3,$97.93 ,293.79
12781,4/8/2024,clothings,east,2,$146.46 ,292.92
12782,4/29/2024,toys,west,6,$135.57 ,813.42
12783,4/20/2024,Home goods,east,3,$20.81 ,62.43
12784,5/9/2024,Electronics,west,8,$53.56 ,428.48
12785,6/29/2024,toys,north ,8,$121.07 ,968.56
12786,3/5/2024,Home goods,south,3,$26.81 ,80.43
12787,6/19/2024,toys,west,2,$196.99 ,393.98
12788,1/31/2024,clothings,south,6,$99.34 ,596.04
12789,1/12/2024,books,east,9,$77.35 ,696.15
12790,2/14/2024,books,south,7,$190.76 ,1335.32
12791,5/13/2024,Electronics,south,6,$177.28 ,1063.68
12792,2/26/2024,clothings,south,7,$36.49 ,255.43
12793,2/6/2024,clothings,west,8,$36.77 ,294.16
12794,6/1/2024,Electronics,north ,3,$186.24 ,558.72
12795,1/4/2024,books,east,6,$35.90 ,215.4
12796,2/15/2024,sports,south,1, Thirty ,
12797,1/25/2024,toys,south,7, Thirty ,
12798,3/9/2024,clothings,east,10,$188.58 ,1885.8
12799,3/13/2024,sports,north ,3,$67.13 ,201.39
12800,3/8/2024,sports,south,7,$51.55 ,360.85
12801,2/11/2024,clothings,east,5,$74.30 ,371.5
12802,3/4/2024,Electronics,east,4,$154.68 ,618.72
12803,3/6/2024,Electronics,north ,9, Thirty ,
12804,3/11/2024,sports,north ,4,$74.45 ,297.8
12805,6/28/2024,Electronics,east,1,$94.47 ,94.47
12806,5/21/2024,toys,south,,$41.37 ,
12807,2/2/2024,Electronics,east,6,$131.71 ,790.26
12808,4/19/2024,Home goods,east,10,$55.03 ,550.3
12809,1/3/2024,books,west,,$27.63 ,
12810,2/26/2024,toys,north ,1,$70.69 ,70.69
12811,2/7/2024,books,north ,1,$83.80 ,83.8
12812,5/1/2024,clothings,west,4,$188.75 ,755
12813,6/1/2024,Home goods,west,5,$183.33 ,916.65
12814,5/15/2024,Electronics,west,2,$126.47 ,252.94
12815,3/14/2024,clothings,west,3,$101.38 ,304.14
12816,2/14/2024,toys,south,10,$188.20 ,1882
12817,1/14/2024,toys,east,3,$47.93 ,143.79
12818,4/5/2024,books,south,1,$25.75 ,25.75
12819,2/26/2024,Home goods,east,7,$22.82 ,159.74
12820,4/26/2024,toys,west,10,$179.38 ,1793.8
12821,6/8/2024,Electronics,west,6,$192.53 ,1155.18
12822,1/16/2024,sports,west,2,$92.87 ,185.74
12823,1/2/2024,Home goods,west,2,$83.64 ,167.28
12824,2/3/2024,toys,east,9,$190.53 ,1714.77
12825,1/17/2024,Home goods,east,8,$188.40 ,1507.2
12826,1/27/2024,Home goods,west,9,$20.95 ,188.55
12827,4/13/2024,Home goods,west,8,$67.69 ,541.52
12828,2/11/2024,Electronics,north ,5,$147.15 ,735.75
12829,3/19/2024,toys,north ,9,$29.28 ,263.52
12830,5/8/2024,Home goods,east,3,$160.55 ,481.65
12831,6/1/2024,books,north ,4,$117.68 ,470.72
12832,5/2/2024,sports,south,,$81.52 ,
12833,6/4/2024,books,west,10,  ,
12834,4/23/2024,books,west,10,$33.21 ,332.1
12835,4/28/2024,toys,east,6,$147.76 ,886.56
12836,5/25/2024,Electronics,south,7,$82.05 ,574.35
12837,5/12/2024,Electronics,east,8,$16.34 ,130.72
12838,5/9/2024,books,north ,8,$63.47 ,507.76
12839,4/17/2024,toys,north ,9,$26.86 ,241.74
12840,5/18/2024,books,north ,8,$128.21 ,1025.68
12841,5/29/2024,Home goods,west,,$76.96 ,
12842,3/3/2024,sports,north ,7,$149.88 ,1049.16
12843,4/12/2024,sports,east,1,$80.12 ,80.12
12844,1/19/2024,sports,north ,9,$157.46 ,1417.14
12845,5/26/2024,toys,east,10,$104.61 ,1046.1
12846,3/26/2024,sports,east,3,$182.43 ,547.29
12847,4/8/2024,sports,east,7,$10.14 ,70.98
12848,6/18/2024,toys,south,7,$27.70 ,193.9
12849,4/1/2024,toys,east,1,$140.51 ,140.51
12850,6/23/2024,Home goods,north ,4,$95.15 ,380.6
12851,1/31/2024,Home goods,south,9,  ,
12852,4/12/2024,Electronics,west,8,$70.26 ,562.08
12853,3/16/2024,books,west,9,$87.89 ,791.01
12854,6/20/2024,sports,south,6,$49.84 ,299.04
12855,3/10/2024,Electronics,east,4,$53.65 ,214.6
12856,4/9/2024,toys,south,10,$31.23 ,312.3
12857,5/13/2024,sports,south,10,$74.82 ,748.2
12858,6/22/2024,Home goods,south,,$23.23 ,
12859,4/25/2024,Home goods,south,8,$47.56 ,380.48
12860,4/3/2024,clothings,south,4,$78.63 ,314.52
12861,6/16/2024,books,north ,5,$81.72 ,408.6
12862,5/24/2024,clothings,west,7,$141.94 ,993.58
12863,3/28/2024,Home goods,north ,4,$60.34 ,241.36
12864,4/18/2024,books,south,10,$59.49 ,594.9
12865,4/17/2024,books,north ,3,$84.01 ,252.03
12866,5/18/2024,clothings,west,1,$132.33 ,132.33
12867,4/28/2024,clothings,south,3,$26.71 ,80.13
12868,3/4/2024,toys,west,1,$81.92 ,81.92
12869,3/8/2024,toys,west,7,  ,
12870,1/19/2024,toys,east,8,$188.10 ,1504.8
12871,5/29/2024,clothings,west,7,$150.46 ,1053.22
12872,2/2/2024,toys,east,3,$66.56 ,199.68
12873,5/7/2024,Home goods,south,10,$92.67 ,926.7
12874,5/27/2024,Home goods,east,2,$62.54 ,125.08
12875,4/30/2024,Electronics,west,9,$63.98 ,575.82
12876,5/25/2024,books,west,7,$15.73 ,110.11
12877,2/16/2024,toys,west,3,$150.60 ,451.8
12878,5/6/2024,clothings,north ,1,  ,
12879,6/23/2024,Electronics,north ,4,$127.58 ,510.32
12880,5/9/2024,Electronics,west,3,$71.07 ,213.21
12881,6/30/2024,toys,north ,7,$37.15 ,260.05
12882,4/26/2024,sports,east,4,$144.33 ,577.32
12883,5/21/2024,toys,south,4,$145.35 ,581.4
12884,3/22/2024,toys,west,8,$97.46 ,779.68
12885,6/17/2024,sports,west,3,$24.73 ,74.19
12886,4/4/2024,books,east,7,$32.32 ,226.24
12887,4/3/2024,sports,south,3,$78.20 ,234.6
12888,4/14/2024,Home goods,east,10,$66.12 ,661.2
12889,4/4/2024,Electronics,south,10,$85.21 ,852.1
12890,3/30/2024,sports,east,5,$128.20 ,641
12891,6/2/2024,Home goods,east,1,$95.48 ,95.48
12892,4/2/2024,sports,north ,5,$42.35 ,211.75
12893,4/18/2024,Home goods,west,9,$159.08 ,1431.72
12894,1/29/2024,books,south,3,$108.71 ,326.13
12895,5/20/2024,books,east,3,$149.47 ,448.41
